timestamp,flight,t,gs,track,baro_rate,lat,lon,alt
2024-07-01 00:49:20,CCQ477,BE9L,9.8,329.06,,44.042931,-103.059918,0
2024-07-01 00:49:25,CCQ477,BE9L,9.8,329.06,,44.042931,-103.059918,0
2024-07-01 00:49:30,CCQ477,BE9L,9.8,329.06,,44.042931,-103.059918,0
2024-07-01 00:49:35,CCQ477,BE9L,9.8,329.06,,44.042931,-103.059918,0
2024-07-01 00:49:40,CCQ477,BE9L,9.8,329.06,,44.042931,-103.059918,0
2024-07-01 00:49:45,CCQ477,BE9L,9.8,329.06,,44.042931,-103.059918,0
2024-07-01 00:49:50,CCQ477,BE9L,9.8,329.06,,44.042931,-103.059918,0
2024-07-01 01:37:05,SKW5580,E75L,262.4,354.09,896.0,43.879898,-103.124127,4771
2024-07-01 01:37:10,SKW5580,E75L,259.9,353.15,-704.0,43.886377,-103.125196,4771
2024-07-01 01:37:15,SKW5580,E75L,256.5,351.93,-576.0,43.891591,-103.126112,4721
2024-07-01 01:37:20,SKW5580,E75L,252.6,351.81,-1536.0,43.897934,-103.127385,4671
2024-07-01 01:37:25,SKW5580,E75L,252.2,349.49,-1984.0,43.903427,-103.128598,4521
2024-07-01 01:37:30,SKW5580,E75L,250.5,341.13,-2176.0,43.909514,-103.130755,4371
2024-07-01 01:37:35,SKW5580,E75L,250.8,336.5,-2624.0,43.914635,-103.133632,4171
2024-07-01 01:37:40,SKW5580,E75L,253.3,335.26,-2048.0,43.919755,-103.136836,3996
2024-07-01 01:37:45,SKW5580,E75L,253.3,335.26,-1408.0,43.92483,-103.140106,3871
2024-07-01 01:37:50,SKW5580,E75L,251.1,335.78,-896.0,43.930664,-103.1438,3746
2024-07-01 01:37:55,SKW5580,E75L,247.2,337.9,-512.0,43.936066,-103.14693,3696
2024-07-01 01:38:00,SKW5580,E75L,244.3,339.64,-256.0,43.941402,-103.149719,3646
2024-07-01 01:38:05,SKW5580,E75L,240.4,340.06,-704.0,43.946011,-103.152073,3621
2024-07-01 01:38:10,SKW5580,E75L,237.0,339.5,-1408.0,43.95183,-103.155016,3521
2024-07-01 01:38:15,SKW5580,E75L,234.6,339.02,-1920.0,43.956718,-103.157567,3396
2024-07-01 01:38:20,SKW5580,E75L,235.9,338.88,-1920.0,43.961606,-103.160182,3246
2024-07-01 01:38:25,SKW5580,E75L,238.8,338.38,-2048.0,43.967148,-103.163218,3046
2024-07-01 01:38:30,SKW5580,E75L,241.5,339.39,-1984.0,43.971771,-103.165709,2896
2024-07-01 01:38:35,SKW5580,E75L,242.9,340.52,-1344.0,43.977015,-103.168357,2771
2024-07-01 01:38:40,SKW5580,E75L,242.5,341.49,-832.0,43.982554,-103.170973,2646
2024-07-01 01:38:45,SKW5580,E75L,242.3,343.21,-896.0,43.987885,-103.17331,2596
2024-07-01 01:38:50,SKW5580,E75L,242.8,345.45,-1152.0,43.993561,-103.175418,2496
2024-07-01 01:38:55,SKW5580,E75L,244.1,347.22,-1728.0,43.998871,-103.177142,2396
2024-07-01 01:39:00,SKW5580,E75L,246.3,348.05,-1664.0,44.004089,-103.178675,2246
2024-07-01 01:39:05,SKW5580,E75L,247.0,349.74,-1280.0,44.009741,-103.180193,2121
2024-07-01 01:39:10,SKW5580,E75L,246.0,351.11,-1152.0,44.01535,-103.181486,2021
2024-07-01 01:39:15,SKW5580,E75L,244.7,351.54,-1280.0,44.02096,-103.182678,1921
2024-07-01 01:39:20,SKW5580,E75L,242.4,351.94,-1344.0,44.026732,-103.18379,1821
2024-07-01 01:39:25,SKW5580,E75L,244.0,352.7,0.0,44.032226,-103.184836,1746
2024-07-01 01:39:30,SKW5580,E75L,243.5,353.63,192.0,44.038417,-103.185817,1746
2024-07-01 01:39:35,SKW5580,E75L,242.3,354.08,-64.0,44.04377,-103.186602,1746
2024-07-01 01:39:40,SKW5580,E75L,242.3,354.08,-128.0,44.049124,-103.187387,1721
2024-07-01 01:39:45,SKW5580,E75L,241.2,354.29,128.0,44.054718,-103.188129,1721
2024-07-01 01:39:50,SKW5580,E75L,241.2,354.29,0.0,44.060165,-103.188895,1746
2024-07-01 01:39:55,SKW5580,E75L,242.4,353.84,64.0,44.066116,-103.189741,1746
2024-07-01 01:40:00,SKW5580,E75L,244.6,353.43,64.0,44.071469,-103.190591,1746
2024-07-01 01:40:05,SKW5580,E75L,245.6,353.45,-64.0,44.076916,-103.191507,1746
2024-07-01 01:40:10,SKW5580,E75L,246.6,353.48,-64.0,44.08255,-103.192408,1746
2024-07-01 01:40:15,SKW5580,E75L,247.5,353.74,64.0,44.088693,-103.193338,1746
2024-07-01 01:40:20,SKW5580,E75L,248.6,353.53,-128.0,44.09414,-103.194188,1746
2024-07-01 01:40:25,SKW5580,E75L,248.7,353.3,64.0,44.099854,-103.195091,1746
2024-07-01 01:40:30,SKW5580,E75L,248.8,353.07,64.0,44.10585,-103.196049,1746
2024-07-01 01:40:35,SKW5580,E75L,248.7,353.3,0.0,44.111551,-103.197,1746
2024-07-01 01:40:40,SKW5580,E75L,249.2,357.7,64.0,44.117294,-103.197646,1746
2024-07-01 01:40:45,SKW5580,E75L,251.2,5.71,192.0,44.12263,-103.197457,1746
2024-07-01 01:40:50,SKW5580,E75L,254.3,15.51,-256.0,44.128326,-103.195985,1771
2024-07-01 01:40:55,SKW5580,E75L,253.1,26.77,-256.0,44.134003,-103.192855,1746
2024-07-01 01:41:00,SKW5580,E75L,248.6,37.98,192.0,44.138923,-103.188302,1746
2024-07-01 01:41:05,SKW5580,E75L,240.6,47.36,256.0,44.142741,-103.183201,1746
2024-07-01 01:41:10,SKW5580,E75L,226.9,55.96,-448.0,44.146232,-103.177054,1746
2024-07-01 01:41:15,SKW5580,E75L,208.9,67.49,64.0,44.14856,-103.170883,1721
2024-07-01 01:41:20,SKW5580,E75L,192.8,75.89,-320.0,44.149956,-103.16476,1721
2024-07-01 01:41:25,SKW5580,E75L,182.7,82.14,-128.0,44.150757,-103.158875,1696
2024-07-01 01:41:30,SKW5580,E75L,179.0,88.72,384.0,44.151077,-103.153381,1721
2024-07-01 01:41:35,SKW5580,E75L,179.5,97.36,448.0,44.150848,-103.14776,1746
2024-07-01 01:41:40,SKW5580,E75L,180.7,103.11,-64.0,44.150049,-103.141741,1746
2024-07-01 01:41:45,SKW5580,E75L,177.9,111.08,384.0,44.148885,-103.136379,1746
2024-07-01 01:41:50,SKW5580,E75L,165.6,118.89,-256.0,44.147186,-103.131345,1746
2024-07-01 01:41:55,SKW5580,E75L,159.2,123.99,-256.0,44.145254,-103.126962,1721
2024-07-01 01:42:00,SKW5580,E75L,153.3,130.24,-64.0,44.143066,-103.123104,1721
2024-07-01 01:42:05,SKW5580,E75L,149.3,137.44,64.0,44.140553,-103.119507,1721
